
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 1.47186041e-001, 0.00000000e+000, 7.88948536e-002, 4.96047921e-002, 7.18588009e-002, 1.23276815e+001, 1.47186041e-001
1.09999999e-001, 1.48643330e-001, 0.00000000e+000, 7.85842240e-002, 4.96481471e-002, 7.15514719e-002, 1.23789282e+001, 1.48643330e-001
1.09999999e-001, 1.50100619e-001, 0.00000000e+000, 7.85612166e-002, 4.96701673e-002, 7.14876875e-002, 1.24335299e+001, 1.50100619e-001
1.09999999e-001, 1.51557907e-001, 0.00000000e+000, 7.85559937e-002, 4.96921800e-002, 7.14376122e-002, 1.24881344e+001, 1.51557907e-001
1.09999999e-001, 1.53015196e-001, 0.00000000e+000, 7.85754248e-002, 4.97111455e-002, 7.14056119e-002, 1.25425262e+001, 1.53015196e-001
1.09999999e-001, 1.54472485e-001, 0.00000000e+000, 7.86656663e-002, 4.97041345e-002, 7.14223087e-002, 1.25954475e+001, 1.54472485e-001
1.09999999e-001, 1.55929774e-001, 0.00000000e+000, 7.87738636e-002, 4.96971309e-002, 7.14526847e-002, 1.26483574e+001, 1.55929774e-001
1.09999999e-001, 1.57387063e-001, 0.00000000e+000, 7.88976550e-002, 4.96888347e-002, 7.14930668e-002, 1.27009840e+001, 1.57387063e-001
1.09999999e-001, 1.58844352e-001, 0.00000000e+000, 7.90108442e-002, 4.96632755e-002, 7.14978725e-002, 1.27496805e+001, 1.58844352e-001
1.09999999e-001, 1.60301641e-001, 0.00000000e+000, 7.91406780e-002, 4.96377200e-002, 7.15147331e-002, 1.27983751e+001, 1.60301641e-001
1.09999999e-001, 1.61758929e-001, 0.00000000e+000, 7.92736486e-002, 4.96110842e-002, 7.15321377e-002, 1.28462658e+001, 1.61758929e-001
1.09999999e-001, 1.63216218e-001, 0.00000000e+000, 7.90331066e-002, 4.95536067e-002, 7.12281987e-002, 1.28710814e+001, 1.63216218e-001
1.09999999e-001, 1.64673507e-001, 0.00000000e+000, 7.87993893e-002, 4.94961292e-002, 7.09286928e-002, 1.28958950e+001, 1.64673507e-001
1.09999999e-001, 1.66130796e-001, 0.00000000e+000, 7.85725191e-002, 4.94386591e-002, 7.06337243e-002, 1.29207125e+001, 1.66130796e-001
1.09999999e-001, 1.67588085e-001, 0.00000000e+000, 7.76541233e-002, 4.93283197e-002, 6.97772577e-002, 1.29007654e+001, 1.67588085e-001
